Level,Hanzi,Pinyin,Sino_Vietnamese,Traditional,POS,Examples,Viet_Meaning,English_Meaning
7-9,料到,liàodào,liêu đáo,料到,,,dự đoán/dự kiến,to foresee; to anticipate
7-9,料理,liàolǐ,liêu lý,料理,V/N,,sắp xếp/xử lý/nấu ăn/ẩm thực/nghệ thuật nấu ăn,to arrange; to handle; to cook; cuisine; art of cooking
7-9,咧嘴,liězuǐ,liệt chủy,咧嘴,,,cười toe toét,to grin
7-9,列举,lièjǔ,liệt cử,列舉,V,,danh sách/liệt kê/liệt ra,a list; to list; to enumerate
7-9,劣势,lièshì,liệt thế,劣勢,N,,thua kém/bất lợi,inferior; disadvantaged
7-9,劣质,lièzhì,liệt chất,劣質,Adj,,kém chất lượng; chất lượng kém,shoddy; of poor quality
7-9,烈士,lièshì,liệt sĩ,烈士,N,,liệt sĩ,martyr
7-9,猎犬,lièquǎn,liệp khuyển,獵犬,N,,chó săn; chó săn mồi,hound; hunting dog
7-9,猎人,lièrén,liệp nhân,獵人,N,,thợ săn,hunter
7-9,裂缝,lièfèng,liệt phùng,裂縫,N,,vết nứt/khe hở/LT:道[dao4],crack; crevice
7-9,裂痕,lièhén,liệt ngân,裂痕,N,,vết nứt/khoảng cách/chỗ chia tách,crack; gap; split
7-9,拎,līn,linh,拎,V,,nhấc lên; xách trong tay/phiên âm Đài Loan [ling1],to lift up; to carry in one's hand; Taiwan pr. [līng]
7-9,邻国,línguó,lân quốc,鄰國,N,,quốc gia láng giềng,bordering country; neighbor country; neighboring countries; surrounding countries
7-9,临,lín,lâm,臨,V/Prep,,đối mặt/nhìn ra/đến/tức (sắp) làm gì/ngay trước khi,to face; to overlook; to arrive; to be (just) about to; just before
7-9,临床,línchuáng,lâm sàng,臨床,V,,lâm sàng,clinical
7-9,临街,línjiē,lâm nhai,臨街,V,,hướng ra phố,facing the street
7-9,临近,línjìn,lâm cận,臨近,V,,gần đến/đang đến gần,close to; approaching
7-9,淋,lín,lâm,淋,V,,lọc/rây/thoát nước/bệnh lậu/(Đông y) chứng lâm,to sprinkle; to drip; to pour; to drench
7-9,灵,líng,linh,靈,Adj,,nhanh nhẹn/tỉnh táo/linh nghiệm/hiệu quả/thành hiện thực/tinh thần/linh hồn đã khuất/quan tài,quick; alert; efficacious; effective; to come true; spirit; departed soul; coffin
7-9,灵感,línggǎn,linh cảm,靈感,N,,cảm hứng/sự sáng suốt/một bùng nổ sáng tạo trong nỗ lực khoa học hoặc nghệ thuật,inspiration; insight; a burst of creativity in scientific or artistic endeavor
7-9,灵魂,línghún,linh hồn,靈魂,N,,linh hồn/tinh thần,soul; spirit
7-9,灵机一动,língjī-yīdòng,linh ky nhất động,靈機一動,,,đột nhiên nảy ra ý tưởng sáng suốt (thành ngữ); tìm ra cảm hứng/bị ý tưởng lóe lên,a bright idea suddenly occurs (idiom); to hit upon an inspiration; to be struck by a brainwave
7-9,灵敏,língmǐn,linh mẫn,靈敏,Adj,,thông minh/nhạy bén/nhạy cảm/sắc sảo/nhanh nhẹn/sắc nét,smart; clever; sensitive; keen; quick; sharp
7-9,灵巧,língqiǎo,linh xảo,靈巧,Adj,,khéo léo/nhanh nhẹn/tinh xảo,deft; nimble; ingenious
7-9,灵通,língtōng,linh thông,靈通,Adj,,nhanh và nhiều (tin tức)/thông minh/hiệu quả,fast and abundant (news); clever; effective
7-9,凌晨,língchén,lăng thần,凌晨,N,,rất sớm vào buổi sáng/vào lúc rạng sáng,very early in the morning; in the wee hours
7-9,零花钱,línghuāqián,linh hoa tiễn,零花錢,N,,tiền tiêu vặt/tiền trợ cấp,pocket money; allowance
7-9,零件,língjiàn,linh kiện,零件,N,,bộ phận/linh kiện,part; component
7-9,零钱,língqián,linh tiễn,零錢,N,,tiền thối/lẻ tiền/tiền tiêu vặt,change (of money); small change; pocket money
7-9,零售,língshòu,linh thụ,零售,V,,bán lẻ/bán từng cái hoặc với số lượng nhỏ,to retail; to sell individually or in small quantities
7-9,领队,lǐngduì,lĩnh đội,領隊,V/N,,dẫn dắt một nhóm/trưởng nhóm/đội trưởng (của đội thể thao),to lead a group; leader of a group; captain (of sports squad)
7-9,领会,lǐnghuì,lĩnh hội,領會,V,,hiểu/lĩnh hội/nắm bắt,to understand; to comprehend; to grasp
7-9,领军,lǐngjūn,lĩnh quân,領軍,V,,chỉ huy quân đội/(nghĩa bóng) dẫn đầu/hàng đầu,to lead troups; (fig.) to lead; leading
7-9,领略,lǐnglüè,lĩnh lược,領略,V,,thưởng thức/nhận ra/đánh giá cao,to have a taste of; to realize; to appreciate
7-9,领事,lǐngshì,lĩnh sự,領事,N,,lãnh sự,consul
7-9,领事馆,lǐngshìguǎn,lĩnh sự quán,領事館,N,,lãnh sự quán,consulate
7-9,领土,lǐngtǔ,lĩnh thổ,領土,N,,lãnh thổ,territory
7-9,领悟,lǐngwù,lĩnh ngộ,領悟,V,,hiểu/nhận thức,to understand; to comprehend
7-9,领养,lǐngyǎng,lĩnh dưỡng,領養,V,,"nhận nuôi (một đứa trẻ, thú cưng, v.v.)",to adopt (a child); adoption
7-9,领域,lǐngyù,lĩnh vực,領域,N,,miền; lĩnh vực; lãnh thổ; khu vực,domain; sphere; field; territory; area
7-9,溜,liū,lựu,溜,V,,dùng trong 冰溜[bīng liù],to slip away; to escape in stealth; to skate
7-9,溜达,liūda,lựu đạt,溜達,V,,đi dạo/đi tản bộ,to stroll; to go for a walk
7-9,浏览,liúlǎn,lưu lãm,瀏覽,V,,xem lướt/duyệt,to skim over; to browse
7-9,浏览器,liúlǎnqì,lưu lãm khí,瀏覽器,N,,trình duyệt (phần mềm),browser (software)
7-9,留恋,liúliàn,lưu luyến,留戀,V,,lưu luyến/ghét phải rời đi/nhớ về một cách trìu mến,reluctant to leave; to hate to have to go; to recall fondly
7-9,留念,liúniàn,lưu niệm,留念,V,,giữ làm kỷ niệm/nhớ về một cách trìu mến,to keep as a souvenir; to recall fondly
7-9,留神,liúshén,lưu thần,留神,,,chú ý/cẩn thận,to take care; to be careful
7-9,留心,liúxīn,lưu tâm,留心,,,cẩn thận; chú ý đến,to be careful; to pay attention to
7-9,留意,liúyì,lưu ý,留意,,,chú ý/lưu ý/chú tâm đến/để ý đến,to be mindful; to pay attention to; to take note of
7-9,流畅,liúchàng,lưu sướng,流暢,Adj,,"trôi chảy (về lời nói, viết lách)/lưu loát/mượt mà và dễ dàng","flowing (of speech, writing); fluent; smooth and easy"
7-9,流程,liúchéng,lưu trình,流程,N,,quy trình/dòng/chuỗi quy trình/luồng công việc trong sản xuất,course; stream; sequence of processes; work flow in manufacturing
7-9,流浪,liúlàng,lưu lãng,流浪,V,,lang thang/phiêu bạt/đi lang thang/du mục/vô gia cư/không ổn định (ví dụ: dân số)/kẻ lang thang,to drift about; to wander; to roam; nomadic; homeless; unsettled (e.g. population); vagrant
7-9,流泪,liúlèi,lưu lệ,流淚,V,,rơi nước mắt,to shed tears
7-9,流量,liúliàng,lưu lượng,流量,N,,lưu lượng; lượng hành khách; lưu lượng giao thông/(thuỷ văn) lưu lượng/dữ liệu di chuyển; lưu lượng mạng; lưu lượng trang web; dữ liệu di động,flow rate; throughput of passengers; volume of traffic; (hydrology) discharge; data traffic; network traffic; website traffic; mobile data
7-9,流露,liúlù,lưu lộ,流露,V,,"bộc lộ (một cách gián tiếp, ngầm hiểu)/thể hiện (sự quan tâm, khinh thường, v.v.) qua hành động, giọng điệu, v.v.","to reveal (indirectly, implicitly); to show (interest, contempt etc) by means of one's actions, tone of voice etc"
7-9,流氓,liúmáng,lưu manh,流氓,N,,kẻ lưu manh/du côn/gangster/hành vi vô đạo đức,rogue; hoodlum; gangster; immoral behavior
7-9,流入,liúrù,lưu nhập,流入,,,chảy vào/trôi vào/dòng chảy vào/dòng vào,to flow into; to drift into; influx; inflow
7-9,流失,liúshī,lưu thất,流失,V,,"(đất đai, v.v.) bị cuốn trôi/bị xói mòn/(nghĩa bóng) (nhân tài, tín đồ tôn giáo, quỹ đầu tư, v.v.) chuyển đi nơi khác/không giữ được","(of soil etc) to wash away; to be eroded; (fig.) (of talented staff, followers of a religious faith, investment funds etc) to go elsewhere; to fail to be retained"
7-9,流水,liúshuǐ,lưu thủy,流水,N,,nước chảy/doanh thu (kinh doanh),running water; (business) turnover
7-9,流淌,liútǎng,lưu thảng,流淌,V,,chảy,to flow
7-9,流向,liúxiàng,lưu hướng,流向,N,,hướng của dòng chảy/hướng dòng chảy/chảy về hướng,direction of a current; direction of flow; to flow toward
7-9,流血,liúxuè,lưu huyết,流血,V,,chảy máu/đổ máu,to bleed; to shed blood
7-9,流域,liúyù,lưu vực,流域,N,,lưu vực sông/thung lũng/khu vực thoát nước,river basin; valley; drainage area
7-9,流转,liúzhuǎn,lưu chuyển,流轉,V,,di chuyển/đi lang thang hoặc phiêu bạt/lưu thông (hàng hóa hoặc vốn),to be on the move; to roam or wander; to circulate (of goods or capital)
7-9,柳树,liǔshù,liễu thụ,柳樹,N,,cây liễu,willow
7-9,遛,liù,lưu,遛,V,,đi dạo/đi bộ (với động vật),to stroll; to walk (an animal)
7-9,龙舟,lóngzhōu,long chu,龍舟,N,,thuyền rồng/thuyền ngự,dragon boat; imperial boat
7-9,聋,lóng,lung,聾,Adj,,điếc,deaf
7-9,聋人,lóngrén,lung nhân,聾人,N,,người điếc/người khiếm thính,deaf person; hearing-impaired person
7-9,笼子,lóngzi,lung tử,籠子,N,,hộp lớn; rương; hòm,cage; basket; container
7-9,隆重,lóngzhòng,long trọng,隆重,Adj,,hoành tráng/thịnh vượng/trang trọng/nghiêm trang,grand; prosperous; ceremonious; solemn
7-9,垄断,lǒngduàn,lũng đoạn,壟斷,V,,độc quyền,to monopolize
7-9,笼统,lǒngtǒng,lung thống,籠統,Adj,,chung chung/rộng/bao quát/thiếu chi tiết/mơ hồ,general; broad; sweeping; lacking in detail; vague
7-9,笼罩,lǒngzhào,lung tráo,籠罩,V,,bao trùm/che phủ,to envelop; to shroud
7-9,搂,lǒu,lâu,摟,V,,ôm/ôm chặt/ẵm trong lòng,"to draw towards oneself; to gather; to gather up (one's gown, sleeves etc); to grab (money); to extort"
7-9,露面,lòumiàn,lộ diện,露面,,,xuất đầu lộ diện/xuất hiện (trước công chúng),to show one's face; to appear (in public)
7-9,芦花,lúhuā,lô hoa,蘆花,N,,bông lau/hoa lau,reed catkin; reed flower
7-9,炉灶,lúzào,lô táo,爐灶,N,,bếp,stove
7-9,炉子,lúzi,lô tử,爐子,N,,bếp/lò nướng/lò,stove; oven; furnace
7-9,卤味,lǔwèi,lỗ vị,滷味,N,,biến thể của 滷味|卤味[lu3 wei4],food prepared by stewing in soy sauce and spices
7-9,鲁莽,lǔmǎng,lỗ mãng,魯莽,Adj,,nóng nảy; bốc đồng; liều lĩnh,hot-headed; impulsive; reckless
7-9,录制,lùzhì,lục chế,錄製,V,,ghi âm hoặc ghi hình (video hoặc âm thanh),to record (video or audio)
7-9,鹿,lù,lộc,鹿,N,,"hươu, nai",deer
7-9,路程,lùchéng,lộ trình,路程,N,,lộ trình/con đường đã đi/khoảng cách đã đi/quá trình (phát triển),route; path traveled; distance traveled; course (of development)
7-9,路灯,lùdēng,lộ đăng,路燈,N,,đèn đường/đèn phố,street lamp; street light
7-9,路段,lùduàn,lộ đoạn,路段,N,,đoạn đường/phần của đường cao tốc hoặc đường sắt,stretch of road; section of a highway or railway
7-9,路况,lùkuàng,lộ huống,路況,N,,"tình trạng đường (vd. bề mặt, lưu lượng giao thông, v.v.)","road condition(s) (e.g. surface, traffic flow etc)"
7-9,路面,lùmiàn,lộ diện,路面,N,,bề mặt đường,road surface
7-9,路人,lùrén,lộ nhân,路人,N,,người qua đường/người lạ,passer-by; stranger
7-9,路途,lùtú,lộ đồ,路途,N,,(nghĩa đen và nghĩa bóng) con đường/lối đi,(lit. and fig.) road; path
7-9,路子,lùzi,lộ tử,路子,N,,phương pháp/cách thức/cách tiếp cận,method; way; approach
7-9,露天,lùtiān,lộ thiên,露天,N/Adj,,ngoài trời/ở nơi thoáng đãng,outdoors; al fresco; in the open
7-9,旅程,lǚchéng,lữ trình,旅程,N,,hành trình/chuyến đi,journey; trip
7-9,旅途,lǚtú,lữ đồ,旅途,N,,hành trình/chuyến đi,journey; trip
7-9,铝,lǚ,lữ,鋁,N,,nhôm (hoá học),aluminum (chemistry)
7-9,屡,lǚ,lũ,屢,Adv,,hết lần này đến lần khác/liên tục/thường xuyên,time and again; repeatedly; frequently
7-9,屡次,lǚcì,lũ thứ,屢次,Adv,,lặp đi lặp lại/hết lần này đến lần khác,repeatedly; time and again
7-9,缕,lǚ,lũ,縷,M,,"sợi/chỉ/chi tiết/tỉ mỉ/lượng từ cho làn (khói, sương hoặc hơi nước), sợi, lọn (tóc)","strand; thread; detailed; in detail; classifier for wisps (of smoke, mist or vapor), strands, locks (of hair)"
7-9,履行,lǚxíng,lý hành,履行,V,,thực hiện (nghĩa vụ của mình)/tiến hành (một nhiệm vụ)/thi hành (một thỏa thuận)/thực thi,to fulfill (one's obligations); to carry out (a task); to implement (an agreement); to perform
7-9,率,lǜ,suất,率,Suffix,,dẫn dắt/chỉ huy/bộp chộp/vội vàng/thẳng thắn/thật thà/nói chung/thường thường,rate; frequency
7-9,成功率,chénggōnglǜ,thành công suất,成功率,N,1,tỷ lệ thành công,
7-9,绿灯,lǜdēng,lục đăng,綠燈,N,,đèn xanh (tín hiệu giao thông)/(bóng) được phép tiếp tục,green light (traffic signal); (fig.) permission to proceed
7-9,绿地,lǜdì,lục địa,綠地,N,,khu vực xanh (ví dụ: công viên đô thị hoặc vườn),green area (e.g. urban park or garden)
7-9,孪生,luánshēng,loan sanh,孿生,Adj,,(adj.) sinh đôi,(adj.) twin
7-9,卵,luǎn,noãn,卵,N,,trứng; noãn; trứng động vật/(khẩu ngữ) tinh hoàn/(cũ) dương vật/(câu chửi) chết tiệt,egg; ovum; spawn; (coll.) testicles; (old) penis; (expletive) fucking
7-9,乱七八糟,luànqībāzāo,loạn thất bát tao,亂七八糟,Adj,,(thành ngữ) hỗn loạn; mất trật tự; lộn xộn,(idiom) chaotic; in disorder; muddled
7-9,掠夺,lüèduó,lược đoạt,掠奪,V,,cướp bóc/cướp đoạt,to plunder; to rob
7-9,略,lüè,lược,略,V/Adj,,biến thể của 略[lu:e4],brief; sketchy; outline; summary; to omit; (bound form before a single-character verb) a bit; somewhat; slightly; plan; strategy; to capture (territory)
7-9,略微,lüèwēi,lược vi,略微,Adv,,một chút; hơi,a little bit; slightly
7-9,抡,lūn,luân,掄,V,,tuyển chọn,"to swing (one's arms, a heavy object); to wave (a sword, one's fists); to fling (money)"
7-9,伦理,lúnlǐ,luân lý,倫理,N,,luân lý,ethics
7-9,轮换,lúnhuàn,luân hoán,輪換,V,,xoay vòng; luân phiên,to rotate; to take turns
7-9,轮廓,lúnkuò,luân khuếch,輪廓,N,,đường nét; hình bóng,an outline; silhouette
7-9,轮流,lúnliú,luân lưu,輪流,V,,luân phiên; thay phiên,to alternate; to take turns
7-9,轮胎,lúntāi,luân thai,輪胎,N,,lốp xe; lốp hơi,tire; pneumatic tire
7-9,论述,lùnshù,luận thuật,論述,V,,luận văn/diễn giải/trình bày,treatise; discourse; exposition
7-9,论坛,lùntán,luận đàn,論壇,N,,diễn đàn (để thảo luận),forum (for discussion)
7-9,论证,lùnzhèng,luận chứng,論證,V,,chứng minh một quan điểm/diễn giải/chứng minh (thông qua lập luận)/bằng chứng,to prove a point; to expound on; to demonstrate or prove (through argument); proof
7-9,罗,luó,la,羅,N/V,,vải mùng/thu thập/tập hợp/bắt/gạn,surname Luo
7-9,萝卜,luóbo,la bốc,蘿蔔,N,,"củ cải (Raphanus sativus), đặc biệt là củ cải trắng 白蘿蔔|白萝卜[bai2 luo2 bo5]/LT:個|个[ge4],根[gen1]","radish (Raphanus sativus), esp. white radish 白萝卜"
7-9,螺丝,luósī,loa ti,螺絲,N,,đinh vít,screw
7-9,裸,luǒ,lỏa,裸,V,,biến thể của 裸[luo3],variant of 裸
7-9,裸露,luǒlù,lỏa lộ,裸露,V,,trần truồng; trơ trụi; không che đậy; lộ ra,naked; bare; uncovered; exposed
7-9,络绎不绝,luòyì-bùjué,lạc dịch bất tuyệt,絡繹不絕,,,(thành ngữ) liên tục; không ngớt,(idiom) continuously; in an endless stream
7-9,落差,luòchā,lạc soa,落差,N,,"mức chênh lệch độ cao/(nghĩa bóng) khoảng cách (về lương, kỳ vọng v.v.)/sự chênh lệch","drop in elevation; (fig.) gap (in wages, expectations etc); disparity"
7-9,落地,luòdì,lạc địa,落地,,,rơi xuống đất/được đặt xuống đất/chạm đất/được sinh ra/(máy bay) hạ cánh,to fall to the ground; to be set on the ground; to reach to the ground; to be born; (of a plane) to land
7-9,落户,luòhù,lạc hộ,落戶,,,ổn định/thiết lập gia đình,to settle; to set up home
7-9,落下,luòxia,lạc hạ,落下,,,rơi/rớt/hạ cánh (của đạn dược),to fall; to drop; to land (of projectile)
7-9,麻,má,ma,麻,N,,"tên gọi chung cho cây gai, lanh, v.v./sợi gai hoặc lanh dùng làm vật liệu dệt/vừng/LT:縷|缕[lu:3]/(vật liệu) thô hoặc xù xì/rỗ/chỗ lõm/cảm giác tê hoặc ngứa ran/cảm thấy tê",variant of 麻; hemp
7-9,麻,má,ma,麻,Adj,,"tên gọi chung cho cây gai, lanh, v.v./sợi gai hoặc lanh dùng làm vật liệu dệt/vừng/LT:縷|缕[lu:3]/(vật liệu) thô hoặc xù xì/rỗ/chỗ lõm/cảm giác tê hoặc ngứa ran/cảm thấy tê",variant of 麻; hemp
7-9,麻痹,mábì,ma tý,麻痺,V,,tê liệt/chứng liệt/tê cóng/làm tê liệt/(nghĩa bóng) ru ngủ/cẩu thả/thờ ơ,paralysis; palsy; numbness; to benumb; (fig.) to lull; negligent; apathetic
7-9,麻将,májiàng,ma tương,麻將,N,,mạt chược/LT:副[fu4],mahjong
7-9,麻辣,málà,ma lạt,麻辣,Adj,,cay và tê,hot and numbing
7-9,麻木,mámù,ma mộc,麻木,Adj,,tê liệt/không nhạy cảm/thờ ơ,numb; insensitive; apathetic
7-9,麻醉,mázuì,ma túy,麻醉,V,,gây tê/gây mê; (ví) làm hư hỏng (tâm trí ai đó); làm suy nhược; làm tê liệt tâm trí (để trốn tránh thực tế khắc nghiệt),anesthesia; to anesthetize; (fig.) to corrupt (sb's mind); to enervate; to numb the mind (to escape from harsh reality)
7-9,马后炮,mǎhòupào,mã hậu pháo,馬後炮,N,,nghĩa đen: nổ súng sau khi ngựa đã đi/nghĩa bóng: hành động muộn/phản hồi sau khi sự việc đã xảy ra,lit. firing after the horse; fig. belated action; giving advice in hindsight
7-9,马后炮,mǎhòupào,mã hậu pháo,馬後砲,N,,nghĩa đen: nổ súng sau khi ngựa đã đi/nghĩa bóng: hành động muộn/phản hồi sau khi sự việc đã xảy ra,lit. firing after the horse; fig. belated action; giving advice in hindsight
7-9,马虎,mǎhu,mã hổ,馬虎,Adj,,cẩu thả/qua loa/tắc trách/sơ sài,careless; sloppy; negligent; skimpy
7-9,马力,mǎlì,mã lực,馬力,M,,mã lực,horsepower
7-9,马桶,mǎtǒng,mã dũng,馬桶,N,,bô/chậu gỗ dùng làm nhà vệ sinh/bồn cầu,chamber pot; wooden pan used as toilet; toilet bowl
7-9,马戏,mǎxì,mã hí,馬戲,N,,rạp xiếc,circus
7-9,码,mǎ,mã,碼,V,,"trọng lượng/số/mã/chất đống/xếp chồng/lượng từ cho chiều dài hoặc khoảng cách (yard), sự việc, v.v.","weight; number; code; to pile; to stack; classifier for length or distance (yard), happenings etc"
7-9,码,mǎ,mã,碼,M,,"trọng lượng/số/mã/chất đống/xếp chồng/lượng từ cho chiều dài hoặc khoảng cách (yard), sự việc, v.v.","weight; number; code; to pile; to stack; classifier for length or distance (yard), happenings etc"
7-9,埋藏,máicáng,mai tàng,埋藏,V,,chôn giấu/giấu bằng cách chôn/ẩn giấu,to bury; to hide by burying; hidden
7-9,埋伏,máifú,mai phục,埋伏,V,,phục kích/nằm chờ/ẩn nấp,to ambush; to lie in wait for; to lie low; ambush
7-9,埋没,máimò,mai một,埋沒,V,,nhấn chìm/chôn vùi/bỏ qua/kiềm hãm/bỏ bê/rơi vào quên lãng,to engulf; to bury; to overlook; to stifle; to neglect; to fall into oblivion
7-9,买不起,mǎi bu qǐ,mãi bất khởi,買不起,,,không mua nổi/không đủ tiền mua,cannot afford; can't afford buying
7-9,迈,mài,mại,邁,V,,bước/mở bước,to take a step; to stride
7-9,迈进,màijìn,mại tiến,邁進,V,,bước vào/sải bước tiến lên/tiến tới,to step in; to stride forward; to forge ahead
7-9,卖弄,màinong,mại lộng,賣弄,V,,phô trương/khoe khoang,to show off; to make a display of
7-9,脉搏,màibó,mạch bác,脈搏,N,,mạch (cả y học và nghĩa bóng),pulse (both medical and figurative)
7-9,脉络,màiluò,mạch lạc,脈絡,N,,"động mạch và tĩnh mạch/mạng lưới mạch máu/hệ mạch (của thực vật hoặc động vật)/(nghĩa bóng) cấu trúc (tức là cấu trúc nền tảng, như trong ""cơ cấu xã hội"")/bối cảnh tổng thể","arteries and veins; network of blood vessels; vascular system (of a plant or animal); (fig.) fabric (i.e. underlying structure, as in ""social fabric""); overall context"
7-9,埋怨,mányuàn,mai oán,埋怨,V,,phàn nàn/cằn nhằn (về)/trách móc/đổ lỗi,to complain; to grumble (about); to reproach; to blame
7-9,蛮,mán,man,蠻,Adv,,man rợ/hách dịch/rất/khá/thô lỗ/liều lĩnh,barbarian; bullying; very; quite; rough; reckless
7-9,瞒,mán,man,瞞,V,,che giấu khỏi/giữ bí mật (với ai đó),to conceal from; to keep (sb) in the dark
7-9,满怀,mǎnhuái,mãn hoài,滿懷,V,,tràn ngập trong lòng/(va chạm) toàn lực/(gia súc) mang thai nặng,to have one's heart filled with; (to collide) full on; (of farm animals) heavy with young
7-9,蔓延,mànyán,mạn duyên,蔓延,V,,mở rộng/lan ra,to extend; to spread
7-9,漫,màn,mạn,漫,V,,tự do/không bị kiềm chế/ngập tràn,free; unrestrained; to inundate
7-9,漫游,mànyóu,mạn du,漫遊,V,,du lịch vòng quanh/đi lang thang/(điện thoại di động) chuyển vùng,to travel around; to roam; (mobile telephony) roaming
7-9,慢慢来,mànmàn lái,mạn mạn lai,慢慢來,,,cứ từ từ/thoải mái đi,take your time; take it easy
7-9,慢性,mànxìng,mạn tính,慢性,Adj,,chậm và kiên nhẫn/mãn tính (bệnh)/tác dụng chậm (ví dụ: chất độc chậm),slow and patient; chronic (disease); slow to take effect (e.g. a slow poison)
7-9,忙活,mánghuo,mang hoạt,忙活,V,,rất bận rộn/công việc cấp bách,to be really busy; pressing business
7-9,忙碌,mánglù,mang lục,忙碌,Adj,,bận rộn; nhộn nhịp,busy; bustling
7-9,忙乱,mángluàn,mang loạn,忙亂,Adj,,vội vàng và rối rắm,rushed and muddled
7-9,盲目,mángmù,manh mục,盲目,Adj,,mù quáng/một cách mù quáng/thiếu hiểu biết/thiếu sự hiểu biết,blind; blindly; ignorant; lacking understanding
7-9,茫然,mángrán,mang nhiên,茫然,Adj,,đờ đẫn/một cách vô hồn/bối rối,blankly; vacantly; at a loss
7-9,矛头,máotóu,mâu đầu,矛頭,N,,mũi giáo/ngạnh/cuộc tấn công hoặc chỉ trích,spearhead; barb; an attack or criticism
7-9,茅台,Máotái,mao thai,茅臺,N,,rượu maotai 茅臺酒|茅台酒[mao2 tai2 jiu3],"Maotai town in Renhuai county, Guizhou; Maotai liquor 茅台酒"
7-9,茅台酒,Máotáijiǔ,mao thai tửu,茅臺酒,N,,"rượu maotai (một loại rượu mạnh sản xuất ở Quý Châu)/LT:杯[bei1],瓶[ping2]",maotai (a Chinese liquor)
7-9,茂密,màomì,mậu mật,茂密,Adj,,rậm rạp (sự phát triển của thực vật)/tươi tốt,dense (of plant growth); lush
7-9,茂盛,màoshèng,mậu thịnh,茂盛,Adj,,tươi tốt,lush
7-9,冒充,màochōng,mạo sung,冒充,V,,giả mạo/giả làm/tự nhận là,to feign; to pretend to be; to pass oneself off as
7-9,冒犯,màofàn,mạo phạm,冒犯,V,,xúc phạm,to offend
7-9,冒昧,màomèi,mạo muội,冒昧,Adj,,mạo muội/tự phụ/mạn phép,bold; presumptuous; to take the liberty of
7-9,冒险,màoxiǎn,mạo hiểm,冒險,,,mạo hiểm/liều lĩnh/cuộc thám hiểm/cuộc phiêu lưu,to take risks; to take chances; foray; adventure
7-9,没劲,méijìn,một kính,沒勁,Adj,,không có sức/cảm thấy yếu/kiệt sức/cảm thấy uể oải/nhàm chán/không thú vị,to have no strength; to feel weak; exhausted; feeling listless; boring; of no interest
7-9,没说的,méishuōde,một thuyết đích,沒說的,,,không có gì để chê; thật sự tốt/không có gì để bàn; việc đã xong; không thành vấn đề,nothing to pick on; really good; nothing to discuss; settled matter; no problem
7-9,没完没了,méiwán-méiliǎo,một hoàn một liễu,沒完沒了,,,không có kết thúc/không ngớt/tiếp diễn mãi,without end; incessantly; on and on
7-9,没意思,méi yìsi,một ý tư,沒意思,,,nhàm chán/không có hứng thú,boring; of no interest
7-9,没辙,méizhé,một triệt,沒轍,,,hết cách/không tìm được lối thoát,at one's wit's end; unable to find a way out
7-9,没准儿,méizhǔnr,một chuẩn nhân,沒準兒,,,biến thể er hoá của 沒準|没准[mei2 zhun3],erhua variant of 没准; not sure; maybe
7-9,玫瑰,méigui,mai côi,玫瑰,N,,"cây hồng rugosa (Rosa rugosa)/hoa hồng/LT: 朵[duo3], 棵[ke1]",rugosa rose (shrub) (Rosa rugosa); rose flower
7-9,枚,méi,mai,枚,M,,"lượng từ cho tiền xu, nhẫn, huy hiệu, ngọc trai, huy chương thể thao, tên lửa, vệ tinh, v.v./thân cây/cái roi/chốt gỗ, dùng để bịt miệng cho binh sĩ khi diễu hành (xưa)",surname Mei
7-9,眉开眼笑,méikāi-yǎnxiào,my khai nhãn tiếu,眉開眼笑,,,"mày giương lên vui sướng, mắt cười (thành ngữ); rạng rỡ với niềm vui/cười tươi","brows raised in delight, eyes laughing (idiom); beaming with joy; all smiles"
7-9,眉毛,méimao,my mao,眉毛,N,,lông mày/LT:根[gen1],eyebrow
7-9,煤矿,méikuàng,môi quáng,煤礦,N,,mỏ than/vỉa than,coal mine; coal seam
7-9,煤炭,méitàn,môi thán,煤炭,N,,than đá,coal
7-9,每当,měidāng,mỗi đương,每當,Prep,,mỗi khi; mỗi lần,whenever; every time
7-9,每逢,měiféng,mỗi phùng,每逢,V,,mỗi lần/mỗi dịp/mỗi khi,every time; on each occasion; whenever
7-9,美德,měidé,mỹ đức,美德,N,,đức hạnh,USA and Germany
7-9,美观,měiguān,mỹ quan,美觀,Adj,,bắt mắt/đẹp/tính nghệ thuật,pleasing to the eye; beautiful; artistic
7-9,美化,měihuà,mỹ hóa,美化,V,,làm cho đẹp hơn/trang trí/tô điểm,to make more beautiful; to decorate; embellishment
7-9,美景,měijǐng,mỹ cảnh,美景,N,,phong cảnh đẹp,beautiful scenery
7-9,美满,měimǎn,mỹ mãn,美滿,Adj,,hạnh phúc/viên mãn,happy; blissful
7-9,美妙,měimiào,mỹ diệu,美妙,Adj,,đẹp/tuyệt vời/rực rỡ,beautiful; wonderful; splendid
7-9,美人,měirén,mỹ nhân,美人,N,,người đẹp/mỹ nhân,beauty; belle
7-9,美味,měiwèi,mỹ vị,美味,N,,ngon/món ăn ngon/mỹ vị,delicious; delicious food; delicacy
7-9,美中不足,měizhōng-bùzú,mỹ trung bất túc,美中不足,,,mọi thứ đều tốt ngoại trừ một khiếm khuyết nhỏ (thành ngữ); con sâu làm rầu nồi canh,everything is fine except for one small defect (idiom); the fly in the ointment
